player_id,player_name,birth_date,nationality,position,preferred_foot,team_id
3090,Nicolás Hernán Otamendi,,Argentina,Defender,,779
3091,Moussa Sissoko,,France,Midfielder,,38
3092,Dwight Gayle,,England,Forward,,31
3093,Florian Grégoire Claude Lejeune,,France,Defender,,206
3094,Bamidele Alli,,England,Midfielder,,38
3095,Bruno Saltor Grau,,Spain,Defender,,207
3096,Rob Elliot,,Ireland,Goalkeeper,,37
3097,Pascal Groß,,Germany,Midfielder,,189
3098,Victor Wanyama,,Kenya,Midfielder,,38
3099,Hugo Lloris,,France,Goalkeeper,,38
3101,Vincent Kompany,,Belgium,Defender,,782
3102,Yann Jouffre,,France,Midfielder,,165
3103,Milan Biševac,,Serbia,Defender,,137
3105,Gauthier Hein,,France,Defender,,167
3108,Baptiste Santamaría,,France,Midfielder,,134
3109,Malcom Filipe Silva de Oliveira,,Brazil,Forward,,217
3111,Gilles Sunu,,Togo,Midfielder,,145
3112,Anton Ciprian Tătărușanu,,Romania,Goalkeeper,,239
3114,Emiliano Sala,,Argentina,Forward,,144
3117,Lucas Tousart,,France,Midfielder,,190
3118,Jordan Ferri,,France,Midfielder,,139
3121,Moustapha Elhadji Diallo,,Senegal,Midfielder,,142
3122,Yannis Salibur,,France,Midfielder,,1043
3124,Jérémy Sorbon,,France,Defender,,142
3125,Danilo Fernando Avelar,,Brazil,Defender,,241
3130,Gaël Kakuta,,"Congo, (Kinshasa)",Midfielder,,4881
3135,Chang-Hoon Kwon,,Korea (South),Forward,,791
3136,Rémi Walter,,France,Midfielder,,136
3138,Abdoulaye Touré,,Guinea,Forward,,4892
3139,Chidozie Collins Awaziem,,Nigeria,Defender,,775
3140,François Bellugou,,France,Midfielder,,165
3141,André-Frank Zambo Anguissa,,Cameroon,Midfielder,,2722
3143,Andrei Girotto,,Brazil,Defender,,144
3144,Léo Dubois,,France,Defender,,144
3145,Keita Baldé Diao,,Senegal,Forward,,787
3149,Wylan Jean-Claude Cyprien,,France,Midfielder,,144
3150,Jaroslav Plašil,,Czech Republic,Forward,,422
3151,Jules Iloki,,France,Forward,,144
3153,Ádám Lang,,Hungary,Defender,,916
3154,Miguel Ângelo da Silva Rocha,,Portugal,Midfielder,,143
3156,Rafael Pereira da Silva,,Brazil,Defender,,39
3159,Gregory Leigh,,Jamaica,Defender,,2305
3160,Rene Krhin,,Slovenia,Midfielder,,1049
3161,Chaouki Ben Saada,,Tunisia,Midfielder,,133
3162,Gnaly Maxwell Cornet,,Côte d'Ivoire,Midfielder,,137
3163,Mariano Díaz Mejía,,Dominican Republic,Forward,,220
3164,Marcelo Antônio Guedes Filho,,Brazil,Defender,,178
3165,Emmanuel Rivière,,Martinique,Forward,,422
3166,Marco Verratti,,Italy,Midfielder,,131
3167,Antonio Rüdiger,,Germany,Defender,,770
3168,João Filipe Iria Santos Moutinho,,Portugal,Midfielder,,780
3174,Lévy Koffi Djidji,,Côte d'Ivoire,Defender,,144
3175,Eiji Kawashima,,Japan,Goalkeeper,,778
3176,Thomas Meunier,,Belgium,Defender,,180
3179,Nolan Roux,,France,Midfielder,,135
3181,Lassana Diarra,,France,Midfielder,,220
3184,Enzo Crivelli,,France,Midfielder,,146
3185,Thomas Mangani,,France,Midfielder,,158
3186,Julian Draxler,,Germany,Midfielder,,179
3189,Étienne Didot,,France,Midfielder,,130
3190,Gaëtan Laborde,,France,Midfielder,,136
3191,Ramy Bensebaini,,Algeria,Defender,,4898
3193,Bernardo Mota Veiga de Carvalho e Silva,,Portugal,Midfielder,,780
3195,Mehdi Zeffane,,Algeria,Defender,,152
3196,Wahbi Khazri,,Tunisia,Forward,,777
3197,Dante Bonfim da Costa Santos,,Brazil,Defender,,179
3198,Moussa Niakhate,,Senegal,Defender,,787
3199,Pierre Lees Melou,,France,Midfielder,,153
3200,Renaud Cohade,,France,Midfielder,,135
3202,Gabriel Fernando de Jesus,,Brazil,Forward,,781
3203,Yoann Andreu,,France,Defender,,145
3204,Almamy Touré,,Mali,Defender,,129
3205,Kyle Walker,,England,Defender,,768
3207,Pablo Jean Antoine Martínez,,France,Defender,,160
3208,Bingourou Kamara,,Senegal,,,139
3209,Malang Sarr,,France,,,129
3210,Valère Germain,,France,Forward,,139
3211,Florent Balmont,,France,Midfielder,,143
3213,Jimmy Briand,,France,Forward,,142
3215,Dimitri Liénard,,France,Defender,,138
3216,Nuno Miguel da Costa Jóia,,Cape Verde,Forward,,167
3217,Jemerson de Jesus Nascimento,,Brazil,Defender,,129
3218,Marcos Paulo Mesquita Lopes,,Portugal,Forward,,213
3220,Franck Tabanou,,France,Defender,,135
3221,Markus Suttner,,Austria,Defender,,189
3222,Jérémy Gelin,,France,,,134
3224,Arnaud Souquet,,France,Midfielder,,139
3226,Bassem Srarfi,,Tunisia,Midfielder,,777
3229,Maxime Le Marchand,,France,Defender,,138
3230,Alassane Pléa,,France,Forward,,185
3232,Karl-Johan Johnsson,,Sweden,,,790
3233,Raheem Sterling,,England,Forward,,768
3235,Ludovic Blas,,France,Forward,,144
3236,Sergi Darder Moll,,Spain,Defender,,214
3237,Sergio Leonel Agüero del Castillo,,Argentina,Forward,,779
3240,Mathew Ryan,,Australia,Goalkeeper,,792
3244,John Stones,,England,Defender,,768
3245,Thomas Lemar,,France,Forward,,771
3246,Guido Marcelo Carrillo,,Argentina,Forward,,1042
3247,Fábio Henrique Tavares,,Brazil,Midfielder,,24
3248,Hamari Traoré,,Mali,Defender,,4930
3250,Edson André Sitoe,,Mozambique,Defender,,4978
3252,Oussama Haddadi,,Tunisia,Defender,,777
3253,Adil Rami,,France,Defender,,771
3254,Florian Thauvin,,France,Forward,,771
3255,Guessouma Fofana,,Mauritania,Midfielder,,4932
3256,Nicolas Pallois,,France,Defender,,144
3257,Steve Michel Mounié,,Benin,Forward,,153
3261,Benjamin Mendy,,France,Defender,,771
3262,Łukasz Fabiański,,Poland,Goalkeeper,,789
3263,Craig Cathcart,,Northern Ireland,Defender,,23
3264,Vincent Janssen,,Netherlands,Forward,,941
3265,José Luis Sanmartín Mato,,Spain,Forward,,206
3267,Luis Antonio Valencia Mosquera,,Ecuador,Forward,,39
3269,Francisco Femenía Far,,Spain,Defender,,206
3270,Danny Simpson,,England,Defender,,22
3272,Oriol Romeu Vidal,,Spain,Midfielder,,33
3275,Henrikh Mkhitaryan,,Armenia,Forward,,180
3277,Yohan Cabaye,,France,Midfielder,,31
3278,Benik Afobe,,"Congo, (Kinshasa)",Forward,,28
3279,José Heriberto Izquierdo Mena,,Colombia,Forward,,769
3280,Richarlison de Andrade,,Brazil,Forward,,781
3281,Aaron Mooy,,Australia,Midfielder,,792
3286,Nathan Redmond,,England,Forward,,56
3287,Nathaniel Chalobah,,England,Midfielder,,227
3288,Miguel Ángel Britos Cabrera,,Uruguay,Defender,,23
3289,Romelu Lukaku Menama,,Belgium,Forward,,782
3290,Federico Fernández,,Argentina,Defender,,216
3291,Joe Hart,,England,Goalkeeper,,36
3292,Abdoulaye Doucouré,,Mali,Midfielder,,1049
3293,Jesse Lingard,,England,Midfielder,,768
3294,Juan Manuel Mata García,,Spain,Midfielder,,33
3295,Thiago Emiliano da Silva,,Brazil,Defender,,781
3296,Marouane Fellaini-Bakkioui,,Belgium,Midfielder,,782
3297,Andros Townsend,,England,Forward,,38
3300,Maya Yoshida,,Japan,Defender,,778
3301,Nicolas Benezet,,France,Midfielder,,142
3302,Nordin Amrabat,,Morocco,Forward,,788
3304,Harry Arter,,Ireland,Midfielder,,28
3306,Nathan Aké,,Netherlands,Defender,,941
3307,Marc Albrighton,,England,Midfielder,,22
3308,Kieran Trippier,,England,Defender,,38
3309,Sebastian Prödl,,Austria,Defender,,23
3310,Tom Carroll,,England,Forward,,38
3311,Daley Blind,,Netherlands,Defender,,941
3312,Demarai Gray,,Jamaica,Midfielder,,2305
3313,Giovani Lo Celso,,Argentina,Midfielder,,779
3314,Phil Jones,,England,Defender,,768
3316,James Tomkins,,England,Defender,,40
3317,Kasey Palmer,,Jamaica,Midfielder,,2305
3318,Marcus Rashford,,England,Forward,,768
3319,Yacine Bammou,,Morocco,Forward,,144
3321,Patrick van Aanholt,,Netherlands,Defender,,41
3322,Jonas Lössl,,Denmark,Goalkeeper,,776
3323,Tyrone Mings,,England,Defender,,28
3324,Eric Bertrand Bailly,,Côte d'Ivoire,Defender,,222
3325,Marko Arnautović,,Austria,Forward,,30
3326,Chung-Yong Lee,,Korea (South),Midfielder,,31
3328,James Ward-Prowse,,England,Forward,,25
3329,Cédric Ricardo Alves Soares,,Portugal,Defender,,780
3333,David de Gea Quintana,,Spain,Goalkeeper,,772
3336,Harry Maguire,,England,Defender,,768
3337,Jermain Defoe,,England,Midfielder,,41
3338,Onyinye Wilfred Ndidi,,Nigeria,Midfielder,,775
3339,Asmir Begović,,Bosnia and Herzegovina,Goalkeeper,,33
3340,Kyle Naughton,,England,Defender,,26
3341,Steve Cook,,England,Defender,,28
3343,Dan Gosling,,England,Midfielder,,28
3344,Andrew Surman,,England,Midfielder,,28
3345,Charlie Daniels,,England,Defender,,28
3346,Joshua King,,Norway,Forward,,28
3347,André Ayew Pelé,,Ghana,Forward,,4885
3348,Younousse Sankharé,,Senegal,Midfielder,,142
3349,Michail Antonio,,Jamaica,Forward,,2305
3354,Benoît Guy Robert Costil,,France,Goalkeeper,,143
3356,Valentín Vada,,Argentina,Midfielder,,146
3357,Baptiste Guillaume,,Belgium,Forward,,143
3359,Jean Michaël Seri,,Côte d'Ivoire,Midfielder,,3374
3360,Walter Daniel Benítez,,Argentina,Goalkeeper,,136
3361,Clément Grenier,,France,Forward,,137
3362,Marlon Santos da Silva Barbosa,,Brazil,Defender,,217
3363,Marcus Coco,,France,Forward,,144
3364,Jonathan Martins-Pereira,,France,Defender,,142
3365,Valentin Rongier,,France,Midfielder,,147
3366,Diego Carlos Santos Silva,,Brazil,Defender,,213
3371,Mario Barwuah Balotelli,,Italy,Forward,,238
3372,Rachid Ghezzal,,Algeria,Forward,,137
3374,Andrea Raggi,,Italy,Defender,,129
3375,Adrien Thomasson,,France,Midfielder,,168
3377,Timothy Weah,,United States of America,Forward,,1839
3378,Iván Balliu Campeny,,Albania,Defender,,906
3379,Alphonse Areola,,France,Goalkeeper,,771
3380,Christian Benteke Liolo,,Belgium,Forward,,24
3381,Nemanja Matić,,Serbia,Midfielder,,786
3382,Luke Shaw,,England,Defender,,768
3385,Alexis Alejandro Sánchez Sánchez,,Chile,Midfielder,,3562
3388,Jack Wilshere,,England,Forward,,1
3389,Eliaquim Mangala,,France,Defender,,207
3391,Rolando Aarons,,England,Defender,,37
3394,Laurent Koscielny,,France,Defender,,1
3403,Alexandre Mendy,,Guinea-Bissau,Forward,,136
3404,Youssouf Sabaly,,Senegal,Defender,,787
3405,François Kamano,,Guinea,Forward,,4892
3406,Jérémy Toulalan,,France,Midfielder,,223
3407,Scott Dann,,England,Defender,,31
3408,Thomas Touré,,Côte d'Ivoire,Midfielder,,146
3410,Lukas Reiff Lerager,,Denmark,Midfielder,,776
3412,Assane Dioussé El Hadji,,Senegal,Midfielder,,135
3413,Kévin Théophile-Catherine,,France,Defender,,135
3414,Vincent Pajot,,France,Midfielder,,141
3416,Gabriel Moisés Antunes da Silva,,Brazil,Defender,,1049
3417,Saidy Janko,,Gambia,Defender,,4934
3419,Jessy Moulin,,France,Goalkeeper,,133
3420,Rémy Cabella,,France,Forward,,143
3421,Bryan Dabo,,Burkina Faso,Midfielder,,139
3423,Alexander Toft Søderlund,,Norway,Forward,,135
3424,Cheikh M'Bengue,,Senegal,Defender,,134
3425,Morgan Amalfitano,,France,Midfielder,,143
3426,Benjamin Bourigeaud,,France,Midfielder,,134
3428,Tomáš Koubek,,Czech Republic,Goalkeeper,,172
3429,Adrien Hunou,,France,Forward,,145
3431,Vincent Manceau,,France,Defender,,145
3432,Alexandre Letellier,,France,Goalkeeper,,131
3433,Lassana Coulibaly,,Mali,Midfielder,,4930
3434,Stevan Jovetić,,Montenegro,Midfielder,,213
3435,Kevin N''Doram,,France,,,129
3436,Idrissa Gana Gueye,,Senegal,Midfielder,,787
3437,Francis Joseph Coquelin,,France,Midfielder,,222
3440,Tammy Bakumo-Abraham,,England,Forward,,33
3441,Nikola Vlašić,,Croatia,Forward,,785
3442,El-Hadji Baye Oumar Niasse,,Senegal,Forward,,29
3443,Joel Ward,,England,Defender,,31
3444,Danijel Subašić,,Croatia,Goalkeeper,,785
3445,Radamel Falcao García Zárate,,Colombia,Forward,,769
3446,Djibril Sidibé,,France,Defender,,771
3447,Ademola Lookman,,Nigeria,Midfielder,,775
3448,Martin Kelly,,England,Defender,,31
3449,Wayne Routledge,,England,Midfielder,,26
3450,Jordan Ayew,,Ghana,Forward,,4885
3451,Alexandre Lacazette,,France,Forward,,137
3454,Troy Deeney,,England,Forward,,23
3455,Luka Milivojević,,Serbia,Midfielder,,786
3456,Kurt Happy Zouma,,France,Defender,,33
3457,Michy Batshuayi Tunga,,Belgium,Forward,,782
3458,Ben Chilwell,,England,,,22
3461,Petr Čech,,Czech Republic,Goalkeeper,,33
3462,Jack Frank Porteous Cork,,England,Midfielder,,26
3463,Junior Stanislas,,England,Midfielder,,28
3464,James McArthur,,Scotland,Midfielder,,31
3465,Timothy Evans Fosu-Mensah,,Netherlands,Defender,,904
3467,Erik Pieters,,Netherlands,Defender,,30
3468,Jordan Pickford,,England,Goalkeeper,,768
3469,Bakary Sako,,Mali,Forward,,135
3470,Dominic Calvert-Lewin,,England,Forward,,768
3471,Dejan Lovren,,Croatia,Defender,,24
3472,Willian Borges da Silva,,Brazil,Forward,,781
3473,James Philip Milner,,England,Midfielder,,24
3474,Nick Pope,,England,,,768
3475,Per Mertesacker,,Germany,Defender,,1
3476,Muhamed Bešić,,Bosnia and Herzegovina,Defender,,29
3477,Álvaro Borja Morata Martín,,Spain,Midfielder,,220
3478,Francesc Fàbregas i Soler,,Spain,Midfielder,,217
3479,Sam Field,,England,Forward,,27
3480,Geoff Cameron,,United States of America,Midfielder,,30
3481,Serge Aurier,,Côte d'Ivoire,Defender,,3374
3482,James Collins,,Wales,Defender,,40
3483,Mamadou Sakho,,France,Midfielder,,139
3486,Fernando Llorente Torres,,Spain,Midfielder,,38
3487,Julián Speroni,,Argentina,Goalkeeper,,31
3488,Wayne Hennessey,,Wales,Goalkeeper,,907
3490,James Morrison,,Scotland,Midfielder,,27
3491,Dimitri Payet,,France,Midfielder,,147
3493,Emre Can,,Germany,Midfielder,,180
3494,Davinson Sánchez Mina,,Colombia,Defender,,38
3495,Joe Gomez,,England,Midfielder,,24
3496,Mesut Özil,,Germany,Midfielder,,770
3497,Vicente Iborra De La Fuente,,Spain,Forward,,222
3498,Ignacio Monreal Eraso,,Spain,Defender,,772
3499,Jean-Eric Maxim Choupo-Moting,,Cameroon,Forward,,169
3500,Granit Xhaka,,Switzerland,Midfielder,,904
3501,Philippe Coutinho Correia,,Brazil,Midfielder,,781
3502,Joël Andre Job Matip,,Cameroon,Defender,,181
3504,Ruben Loftus-Cheek,,England,Midfielder,,768
3507,Wilfried Zaha,,Côte d'Ivoire,Midfielder,,31
3508,Sandro Ramírez Castillo,,Spain,Forward,,902
3509,Thibaut Courtois,,Belgium,Goalkeeper,,212
3510,Sead Kolašinac,,Bosnia and Herzegovina,Defender,,181
3511,Héctor Bellerín Moruno,,Spain,Defender,,1
3512,Marko Grujić,,Serbia,Midfielder,,786
3513,Oliver Burke,,Scotland,Midfielder,,206
3514,James McClean,,Ireland,Midfielder,,27
3515,Alberto Moreno Pérez,,Spain,Defender,,24
3517,Aaron Ramsey,,Wales,Midfielder,,907
3518,Leighton Baines,,England,Defender,,29
3520,Jeffrey Schlupp,,Ghana,Forward,,22
3522,Heurelho da Silva Gomes,,Brazil,Goalkeeper,,23
3523,Craig Dawson,,England,Defender,,27
3525,Alex Oxlade-Chamberlain,,England,Forward,,24
3528,Kieran Gibbs,,England,Forward,,1
3529,Daniel Andre Sturridge,,England,Forward,,24
3530,Hiroki Sakai,,Japan,Defender,,178
3531,Mohamed Salah,,Egypt,Forward,,774
3532,Jordan Brian Henderson,,England,Midfielder,,24
3533,Xherdan Shaqiri,,Switzerland,Forward,,24
3534,Clinton Mua N'Jie,,Cameroon,Forward,,2722
3535,Roberto Firmino Barbosa de Oliveira,,Brazil,Forward,,24
3536,Ramadan Sobhi Ramadan Ahmed,,Egypt,Midfielder,,774
3537,Jack Butland,,England,Goalkeeper,,768
3538,Wayne Mark Rooney,,England,Forward,,39
3539,Simon Mignolet,,Belgium,Goalkeeper,,24
3540,Maxime Lopez,,France,,,147
3541,Chris Brunt,,Northern Ireland,Defender,,27
3542,Jonjoe Kenny,,England,Defender,,29
3543,Steve Mandanda,,France,Goalkeeper,,771
3544,Grégory Sertic,,France,Defender,,146
3545,Luiz Gustavo Dias,,Brazil,Midfielder,,179
3546,Morgan Sanson,,France,Midfielder,,138
3548,Angelo Fulgini,,France,Midfielder,,168
3549,Romain Thomas,,France,Defender,,145
3550,Flavien Tait,,France,Midfielder,,134
3551,Karl Brillant Toko Ekambi,,Cameroon,Forward,,2722
3552,Benjamin Jeannot,,France,Forward,,165
3553,Lacina Traoré,,Côte d'Ivoire,Forward,,1041
3555,Pape Moussa Konaté,,Senegal,Forward,,787
3556,Serge Gakpé,,Togo,Forward,,228
3557,Naïm Sliti,,Tunisia,Forward,,777
3567,Georginio Wijnaldum,,Netherlands,Midfielder,,24
3568,Mohamed Naser Elsayed Elneny,,Egypt,Midfielder,,774
3569,Daniel Nii Tackie Mensah Welbeck,,England,Midfielder,,768
3570,Pierre-Emile Højbjerg,,Denmark,Midfielder,,181
3575,Oleksandr Zinchenko,,Ukraine,Defender,,911
3576,Martin Olsson,,Sweden,Midfielder,,790
3577,Molla Wagué,,Mali,Defender,,230
3579,Roberto Maximiliano Pereyra,,Argentina,Forward,,224
3581,Ryan Fraser,,Scotland,Midfielder,,942
3583,Ashley Westwood,,England,Midfielder,,8070
3585,Erik Lamela,,Argentina,Forward,,38
3586,Samuel Mark Byram,,England,Defender,,40
3587,Arthur Masuaku,,"Congo, (Kinshasa)",Defender,,4881
3588,Wesley Hoedt,,Netherlands,Forward,,236
3589,Yannick Bolasie Yala,,"Congo, (Kinshasa)",Forward,,31
3590,Rhu-endly Martina,,Curaçao,Defender,,25
3593,Renato Júnior Luz Sanches,,Portugal,Midfielder,,131
3594,Danny Rose,,England,Defender,,38
3595,Manuel Lanzini,,Argentina,Forward,,40
3596,Gareth McAuley,,Northern Ireland,Defender,,27
3598,Wilfried Guemiand Bony,,Côte d'Ivoire,Forward,,36
3600,Morgan Schneiderlin,,France,Midfielder,,136
3601,Charly Musonda Junior,,Belgium,Defender,,218
3602,Faustino Marcos Alberto Rojo,,Argentina,Defender,,779
3603,Mame Biram Diouf,,Senegal,Forward,,787
3604,Olivier Giroud,,France,Forward,,771
3605,Sung-Yeung Ki,,Korea (South),Midfielder,,791
3606,Ander Herrera Agüera,,Spain,Midfielder,,215
3607,James McCarthy,,Ireland,Midfielder,,29
3608,Simon Francis,,England,Defender,,28
3609,Michel Vorm,,Netherlands,Goalkeeper,,38
3610,Roque Mesa Quevedo,,Spain,Midfielder,,901
3611,Kevin Wimmer,,Austria,Defender,,38
3612,Ashley Young,,England,Midfielder,,768
3613,Matias Ezequiel Schelotto,,Italy,,,238
3614,Dominic Solanke,,England,,,24
3616,Callum Wilson,,England,Forward,,768
3619,Alex McCarthy,,England,Goalkeeper,,31
3620,Scott McTominay,,Scotland,Midfielder,,942
3621,Eden Hazard,,Belgium,Defender,,782
3623,Adrián San Miguel del Castillo,,Spain,Goalkeeper,,218
3625,Sofiane Boufal,,Morocco,Midfielder,,788
3626,Ben Watson,,England,Midfielder,,23
3629,Sadio Mané,,Senegal,Midfielder,,787
3630,Loris Karius,,Germany,Goalkeeper,,177
3631,Nathan Dyer,,England,Forward,,22
3632,André Martín Carrillo Díaz,,Peru,Midfielder,,784
3633,Gareth Barry,,England,Midfielder,,29
3634,Abdelhamid Sabiri,,Morocco,Midfielder,,788
3635,Jordon Ibe,,England,Forward,,24
3636,Charlie Adam,,Scotland,Midfielder,,30
3637,Grzegorz Krychowiak,,Poland,Midfielder,,789
3638,Shkodran Mustafi,,Germany,Defender,,207
3639,Georges-Kévin Nkoudou Mbida,,Cameroon,Forward,,2722
3640,Mason Holgate,,England,,,29
3643,Phil Bardsley,,Scotland,Defender,,30
3644,Ashley Williams,,Wales,Defender,,26
3645,Gary Cahill,,England,Defender,,33
3646,Marc Pugh,,England,Midfielder,,28
3647,Alex Iwobi,,Nigeria,Midfielder,,775
3648,Cenk Tosun,,Turkey,Defender,,909
3649,Karl Darlow,,England,Goalkeeper,,37
3650,Daryl Janmaat,,Netherlands,Defender,,37
3651,Matt Targett,,England,Defender,,25
3652,Tom Davies,,England,Midfielder,,29
3654,Daniel William John Ings,,England,Forward,,24
3655,Andrew Robertson,,Scotland,Defender,,24
3656,Alex Pritchard,,England,Forward,,27
3658,DeAndre Yedlin,,United States of America,Defender,,1839
3659,Wilfredo Daniel Caballero,,Argentina,Goalkeeper,,779
3660,Davide Zappacosta,,Italy,Defender,,241
3662,Danny Drinkwater,,England,Midfielder,,22
3664,Trent Alexander-Arnold,,England,Defender,,24
3665,Andrew Philip King,,Wales,Midfielder,,22
3666,Robert Kenedy Nunes do Nascimento,,Brazil,Forward,,1049
3668,Theo Walcott,,England,Forward,,1
3669,Virgil van Dijk,,Netherlands,Defender,,24
3670,Jonathan Walters,,Ireland,Forward,,30
3671,José Leonardo Ulloa,,Argentina,Forward,,403
